global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,11
976,give_out,77,17,HYA,the context for the drama is clear . When you give out the task clarify Who ? What ? Where ? 1 .,the_AT0 context_NN1 for_PRP the_AT0 drama_NN1 is_VBZ clear_AJ0 ._PUN When_CJS you_PNP give_VVB out_AVP the_AT0 task_NN1 clarify_VVB Who_PNQ ?_PUN What_DTQ ?_PUN Where_AVQ ?_PUN 1_CRD ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=16,91451611,91451613,give_out_AT0,11
984,give_out,85,25,C92,"affect the amplifier , causing it to oscillate ( i.e. give out a signal , even when no sound is directed at the","affect_VVI the_AT0 amplifier_NN1 ,_PUN causing_VVG it_PNP to_TO0 oscillate_VVI (_PUL i.e._AV0 give_VVB out_AVP a_AT0 signal_NN1 ,_PUN even_AV0 when_CJS no_AT0 sound_NN1 is_VBZ directed_VVN at_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=24,24235660,24235662,give_out_AT0,11
990,give_out,91,31,KBE,I do . You know in the paper when they give out the other week No . Well you [unclear] . Somebody broke,I_PNP do_VDB ._PUN You_PNP know_VVB in_PRP the_AT0 paper_NN1 when_CJS they_PNP give_VVB out_AVP the_AT0 other_AJ0 week_NN1 No_ITJ ._PUN Well_AV0 you_PNP [unclear]_UNC ._PUN Somebody_PNI broke_VVD,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=30,106298499,106298501,give_out_AT0,11
992,give_away,0,1,KRT,"cumulative time , so , you know , if you give away a couple of tenths every time at the end of the","cumulative_AJ0 time_NN1 ,_PUN so_AV0 ,_PUN you_PNP know_VVB ,_PUN if_CJS you_PNP give_VVB away_AV0 a_AT0 couple_NN1 of_PRF tenths_CRD every_AT0 time_NN1 at_PRP the_AT0 end_NN1 of_PRF the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=0,111664767,111664769,give_away_AT0,11
1004,give_away,12,13,KRT,"the bottom on a perfect run . So if you give away a tenth on the start , you 've given nearly half","the_AT0 bottom_NN1 on_PRP a_AT0 perfect_AJ0 run_NN1 ._PUN So_AV0 if_CJS you_PNP give_VVB away_AV0 a_AT0 tenth_ORD on_PRP the_AT0 start_NN1 ,_PUN you_PNP 've_VHB given_VVN nearly_AV0 half_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=12,111664727,111664729,give_away_AT0,11
1017,give_away,25,26,CCS,"discover these questions were being asked , for this would give away the landing areas of a future invasion . The assault pilotage","discover_VVI these_DT0 questions_NN2 were_VBD being_VBG asked_VVN ,_PUN for_CJS this_DT0 would_VM0 give_VVI away_AV0 the_AT0 landing_NN1 areas_NN2 of_PRF a_AT0 future_AJ0 invasion_NN1 ._PUN The_AT0 assault_NN1 pilotage_NN1-VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=25,29303079,29303081,give_away_AT0,11
1053,give_away,61,3,B2W,"and that the College 's general policy was not to give away information helpful to others , the report does have some interest","and_CJC that_CJT the_AT0 College_NN1 's_POS general_AJ0 policy_NN1 was_VBD not_XX0 to_TO0 give_VVI away_AV0 information_NN1 helpful_AJ0 to_PRP others_NN2 ,_PUN the_AT0 report_NN1 does_VDZ have_VHI some_DT0 interest_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=2,18735005,18735007,give_away_NN1,11
1068,give_away,76,5,ABK,was up . The rules do permit the RTC to give away worthless properties to housing groups to use as shelters for the,was_VBD up_AVP ._PUN The_AT0 rules_NN2 do_VDB permit_VVI the_AT0 RTC_NP0 to_TO0 give_VVI away_AV0 worthless_AJ0 properties_NN2 to_PRP housing_VVG-NN1 groups_NN2 to_TO0 use_VVI as_CJS shelters_VVZ-NN2 for_PRP the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=4,6196025,6196027,give_away_AJ0,11
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,12
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,12
25,agree_on,25,26,A7N,"is very willing to listen , to advise , to agree on a style , his favourite client is the one who walks in","is_VBZ very_AV0 willing_AJ0 to_TO0 listen_VVI ,_PUN to_TO0 advise_VVI ,_PUN to_TO0 agree_VVI on_PRP-AVP a_AT0 style_NN1 ,_PUN his_DPS favourite_AJ0-NN1 client_NN1 is_VBZ the_AT0 one_PNI who_PNQ walks_VVZ in_PRP-AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=25,4374382,4374385,agree_on_AT0,12
33,agree_on,33,34,AP0,pulled a switchblade on his director because they could n't agree on the way to do a scene . I imitated his style and,pulled_VVD a_AT0 switchblade_NN1 on_PRP his_DPS director_NN1 because_CJS they_PNP could_VM0 n't_XX0 agree_VVI on_PRP the_AT0 way_NN1 to_TO0 do_VDI a_AT0 scene_NN1 ._PUN I_PNP imitated_VVD his_DPS style_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=33,12711943,12711946,agree_on_AT0,12
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,12
103,agree_with,3,4,JJP,"anyone else wants to add to these comments . I agree with a lot of , of what John 's saying . I","anyone_PNI else_AV0 wants_VVZ to_TO0 add_VVI to_PRP these_DT0 comments_NN2 ._PUN I_PNP agree_VVB with_PRP a_AT0 lot_NN1 of_PRF ,_PUN of_PRF what_DTQ John_NP0 's_VBZ saying_VVG-NN1 ._PUN I_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=3,95786359,95786361,agree_with_AT0,12
130,agree_with,30,31,C88,but there is the political will in the council to agree with the new scheme and they would like to get Liss ',but_CJC there_EX0 is_VBZ the_AT0 political_AJ0 will_NN1 in_PRP the_AT0 council_NN1 to_TO0 agree_VVI with_PRP the_AT0 new_AJ0 scheme_NN1 and_CJC they_PNP would_VM0 like_VVI to_TO0 get_VVI Liss_NP0 '_POS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=30,23440988,23440990,agree_with_AT0,12
160,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,12
178,agree_with,78,79,FL4,"of the Aha . as well that I personally a agree with the lady over there as I 'm now , with all","of_PRF the_AT0 Aha_ITJ ._PUN as_CJS well_AV0 that_CJT I_PNP personally_AV0 a_UNC agree_VVB with_PRP the_AT0 lady_NN1 over_PRP there_AV0 as_CJS I_PNP 'm_VBB now_AV0 ,_PUN with_PRP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=78,55237458,55237460,agree_with_AT0,12
186,agree_with,86,87,HHV,is so necessary for Britain . Mr. Lilley I entirely agree with the importance that my hon. Friend attaches to manufacturing . We,is_VBZ so_AV0 necessary_AJ0 for_PRP Britain_NP0 ._PUN Mr._NP0 Lilley_NP0 I_PNP entirely_AV0 agree_VVB with_PRP the_AT0 importance_NN1 that_CJT my_DPS hon._AJ0 Friend_NN1 attaches_VVZ to_PRP manufacturing_NN1 ._PUN We_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=86,78349502,78349504,agree_with_AT0,12
202,agree_that,2,3,G17,Empire would consider it less . &rsquo; &lsquo; But you agree that the value of what I have achieved is relative to my,Empire_NN1 would_VM0 consider_VVI it_PNP less_AV0 ._PUN &rsquo;_PUQ &lsquo;_PUQ But_CJC you_PNP agree_VVB that_CJT the_AT0 value_NN1 of_PRF what_DTQ I_PNP have_VHB achieved_VVN is_VBZ relative_AJ0 to_PRP my_DPS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=2,62337293,62337295,agree_that_AT0,12
250,agree_that,50,51,HJ5,"that a particular fact is correct , the acquirer will agree that the risk of it not being so , even if no","that_CJT a_AT0 particular_AJ0 fact_NN1 is_VBZ correct_AJ0 ,_PUN the_AT0 acquirer_NN1 will_VM0 agree_VVI that_CJT the_AT0 risk_NN1 of_PRF it_PNP not_XX0 being_VBG so_AV0 ,_PUN even_AV0 if_CJS no_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=50,80374952,80374954,agree_that_AT0,12
262,agree_that,62,63,HHW,Mr. Mallon If the hon. Gentleman asks me whether I agree that the Irish issue should be pushed upstairs and taken off the,Mr._NP0 Mallon_NP0 If_CJS the_AT0 hon._AJ0 Gentleman_NN1 asks_VVZ me_PNP whether_CJS I_PNP agree_VVB that_CJT the_AT0 Irish_AJ0 issue_NN1 should_VM0 be_VBI pushed_VVN upstairs_AV0 and_CJC taken_VVN off_PRP-AVP the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=62,78620680,78620682,agree_that_AT0,12
279,agree_that,79,80,CBT,documents . They began with the words : &lsquo; I agree that the terms of the late Mr Farrington 's will be varied,documents_NN2 ._PUN They_PNP began_VVD with_PRP the_AT0 words_NN2 :_PUN &lsquo;_PUQ I_PNP agree_VVB that_CJT the_AT0 terms_NN2 of_PRF the_AT0 late_AJ0 Mr_NP0 Farrington_NP0 's_VBZ will_VM0 be_VBI varied_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=79,28242230,28242232,agree_that_AT0,12
295,agree_that,95,96,HHV,discussed with me . I have told him that I agree that the way in which the region originally proposed to use car,discussed_VVN with_PRP me_PNP ._PUN I_PNP have_VHB told_VVN him_PNP that_CJT I_PNP agree_VVB that_CJT the_AT0 way_NN1 in_PRP which_DTQ the_AT0 region_NN1 originally_AV0 proposed_VVN to_TO0 use_VVI car_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=95,78376399,78376401,agree_that_AT0,12
318,agree_to,18,19,CJF,"have to agree on your story . Better still , agree to tell the truth . I take it that Barbara was your","have_VHB to_TO0 agree_VVI on_PRP-AVP your_DPS story_NN1 ._PUN Better_AV0 still_AV0 ,_PUN agree_VVB to_TO0 tell_VVI the_AT0 truth_NN1 ._PUN I_PNP take_VVB it_PNP that_CJT Barbara_NP0 was_VBD your_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=18,35847137,35847139,agree_to_VVI,12
342,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,12
357,agree_to,57,58,H7U,is a criminal offence for a dealer to offer or agree to give an inducement or reward to another for abstaining or having,is_VBZ a_AT0 criminal_AJ0 offence_NN1 for_PRP a_AT0 dealer_NN1 to_TO0 offer_VVI or_CJC agree_VVI to_TO0 give_VVI an_AT0 inducement_NN1 or_CJC reward_NN1-VVB to_PRP another_DT0 for_PRP abstaining_VVG or_CJC having_VHG,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=57,71142161,71142163,agree_to_VVI,12
388,agree_to,88,89,JXT,"you deliver . &rsquo; &lsquo; You mean , if I agree to play the gaoler . I 'm sorry , but I do","you_PNP deliver_VVB ._PUN &rsquo;_PUQ &lsquo;_PUQ You_PNP mean_VVB ,_PUN if_CJS I_PNP agree_VVB to_TO0 play_VVI the_AT0 gaoler_NN1 ._PUN I_PNP 'm_VBB sorry_AJ0 ,_PUN but_CJC I_PNP do_VDB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=88,96996516,96996518,agree_to_VVI,12
396,agree_to,96,97,J6V,"case involving substantial injury and continuing disability , attempt to agree to disclose his reports on the basis of mutual exchange for the","case_NN1 involving_VVG substantial_AJ0 injury_NN1 and_CJC continuing_AJ0 disability_NN1 ,_PUN attempt_VVB-NN1 to_TO0 agree_VVI to_TO0 disclose_VVI his_DPS reports_NN2 on_PRP the_AT0 basis_NN1 of_PRF mutual_AJ0 exchange_NN1 for_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=96,94390879,94390881,agree_to_VVI,12
419,come_back,19,20,HEL,"When it starts [unclear] in Liverpool again , they 'd come back again . I le let my an open house to my","When_CJS it_PNP starts_VVZ [unclear]_UNC in_PRP Liverpool_NP0 again_AV0 ,_PUN they_PNP 'd_VM0 come_VVI back_AVP again_AV0 ._PUN I_PNP le_UNC let_VVB my_DPS an_AT0 open_AJ0 house_NN1 to_PRP my_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=19,75944369,75944371,come_back_AV0,12
446,come_back,46,47,HDJ,"as long as you show me across London I can come back alone , you see , and so I came back alone","as_CJS long_AJ0 as_CJS you_PNP show_VVB me_PNP across_PRP London_NP0 I_PNP can_VM0 come_VVI back_AVP alone_AV0 ,_PUN you_PNP see_VVB ,_PUN and_CJC so_AV0 I_PNP came_VVD back_AVP alone_AV0-AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=46,75724212,75724214,come_back_AV0,12
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,12
466,come_back,66,67,H7V,"Henry , and try to catch Stapleton . We shall come back as quickly as possible and take you to the Hall .","Henry_NP0 ,_PUN and_CJC try_VVB to_TO0 catch_VVI Stapleton_NP0 ._PUN We_PNP shall_VM0 come_VVI back_AVP as_AV0 quickly_AV0 as_CJS possible_AJ0 and_CJC take_VVB you_PNP to_PRP the_AT0 Hall_NN1 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=66,71178333,71178335,come_back_AV0,12
467,come_back,67,68,F7J,"well . Because I think you could , you could come back here in three weeks time and find that you , you","well_AV0 ._PUN Because_CJS I_PNP think_VVB you_PNP could_VM0 ,_PUN you_PNP could_VM0 come_VVI back_AVP here_AV0 in_PRP three_CRD weeks_NN2 time_NN1 and_CJC find_VVB that_CJT you_PNP ,_PUN you_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=67,50525062,50525064,come_back_AV0,12
524,come_in,24,25,A5Y,"do you not see that if you 're going to come in here asking me questions about my family , if you 're","do_VDB you_PNP not_XX0 see_VVI that_CJT if_CJS you_PNP 're_VBB going_VVG to_TO0 come_VVI in_PRP-AVP here_AV0 asking_VVG me_PNP questions_NN2 about_PRP my_DPS family_NN1 ,_PUN if_CJS you_PNP 're_VBB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=24,2552073,2552075,come_in_AV0,12
559,come_in,59,60,KCP,", me and er Barb got there , then Pam come in then a few more come and erm then the plumber and",",_PUN me_PNP and_CJC er_UNC Barb_NP0 got_VVD there_AV0 ,_PUN then_AV0 Pam_NP0 come_VVB in_AVP-PRP then_AV0 a_AT0 few_DT0 more_DT0 come_VVB and_CJC erm_UNC then_AV0 the_AT0 plumber_NN1 and_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=59,107824939,107824941,come_in_AV0,12
564,come_in,64,65,KB7,"and had a cup of tea , I said , come in about half past eleven went home at one , he come","and_CJC had_VHD a_AT0 cup_NN1 of_PRF tea_NN1 ,_PUN I_PNP said_VVD ,_PUN come_VVB in_AVP about_AV0 half_DT0 past_PRP eleven_CRD went_VVD home_AV0 at_PRP one_CRD ,_PUN he_PNP come_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=64,105842243,105842245,come_in_AV0,12
579,come_in,79,80,FB0,"nodded agreement . &lsquo; Somebody ought to go out and come in again with a lump of coal , &rsquo; said Dora .","nodded_VVD agreement_NN1 ._PUN &lsquo;_PUQ Somebody_PNI ought_VM0 to_TO0 go_VVI out_AVP and_CJC come_VVI in_AVP-PRP again_AV0 with_PRP a_AT0 lump_NN1 of_PRF coal_NN1 ,_PUN &rsquo;_PUQ said_VVD Dora_NP0 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=79,52864150,52864152,come_in_AV0,12
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,12
632,come_out,32,33,A7C,", by an unknown author . The two things that come out clearly are the sense of reality in the background and the",",_PUN by_PRP an_AT0 unknown_AJ0 author_NN1 ._PUN The_AT0 two_CRD things_NN2 that_CJT come_VVB out_AVP clearly_AV0 are_VBB the_AT0 sense_NN1 of_PRF reality_NN1 in_PRP the_AT0 background_NN1 and_CJC the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=32,4081608,4081610,come_out_AV0,12
647,come_out,47,48,CMF,"right , you can never be sure that it will come out right the next time , and so you can never be","right_AV0 ,_PUN you_PNP can_VM0 never_AV0 be_VBI sure_AJ0 that_CJT it_PNP will_VM0 come_VVI out_AVP right_AV0 the_AT0 next_ORD time_NN1 ,_PUN and_CJC so_CJS you_PNP can_VM0 never_AV0 be_VBI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=47,38959111,38959113,come_out_AV0,12
659,come_out,59,60,FS8,"&rsquo; &lsquo; I 've checked . Listen , do n't come out here . Do n't spend the time . We 'd have","&rsquo;_PUQ &lsquo;_PUQ I_PNP 've_VHB checked_VVN ._PUN Listen_VVB ,_PUN do_VDB n't_XX0 come_VVI out_AVP here_AV0 ._PUN Do_VDB n't_XX0 spend_VVI the_AT0 time_NN1 ._PUN We_PNP 'd_VM0 have_VHI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=59,58168757,58168759,come_out_AV0,12
662,come_out,62,63,HGM,"somehow she rather doubted that he had . He 'd come out here to try to make trouble over her work , but","somehow_AV0 she_PNP rather_AV0 doubted_VVD that_CJT he_PNP had_VHD ._PUN He_PNP 'd_VM0 come_VVI out_AVP here_AV0 to_TO0 try_VVI to_TO0 make_VVI trouble_NN1 over_PRP-AVP her_DPS work_NN1 ,_PUN but_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=62,76528140,76528142,come_out_AV0,12
677,come_out,77,78,HUE,"hopes . My only criticism is that it does n't come out often enough . We need more issues of Issue , Mr","hopes_NN2 ._PUN My_DPS only_AJ0 criticism_NN1 is_VBZ that_CJT it_PNP does_VDZ n't_XX0 come_VVI out_AVP often_AV0 enough_AV0 ._PUN We_PNP need_VVB more_DT0 issues_NN2 of_PRF Issue_NN1 ,_PUN Mr_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=77,88355270,88355272,come_out_AV0,12
706,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,12
760,give_up,60,41,FR9,that pointed north to south . He was forced to give up football after stepping on a magnet . K = KICK-OFF Every,that_CJT pointed_VVD-AJ0 north_NN1 to_PRP south_NN1 ._PUN He_PNP was_VBD forced_VVN to_TO0 give_VVI up_AVP football_NN1 after_PRP stepping_VVG on_PRP-AVP a_AT0 magnet_NN1 ._PUN K_ZZ0 =_UNC KICK-OFF_NN1 Every_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=40,57267263,57267265,give_up_NN1,12
764,give_up,64,45,EFW,"muttering to himself . When the garrison had begun to give up hope that he would act , he at last did something","muttering_VVG to_PRP himself_PNX ._PUN When_CJS the_AT0 garrison_NN1 had_VHD begun_VVN to_TO0 give_VVI up_AVP hope_NN1 that_CJT he_PNP would_VM0 act_VVI ,_PUN he_PNP at_PRP last_ORD did_VDD something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=44,48492564,48492566,give_up_NN1,12
